input,output
Video background,"DESCRIPTION:
The UI should be a full-screen video background with a centered container that overlays on top of the video.
COMPONENTS:
- VideoBackground: standalone component that renders a full-screen video background.
- OverlayContainer: standalone component that renders a centered container that overlays on top of the video.
HTML:
<div class=""h-screen w-screen overflow-hidden""><VideoBackground/><OverlayContainer/></div>
COMPONENT HTML:
VideoBackground:
<video class=""object-cover h-screen w-screen"" autoplay muted loop><source src={video_source} type=""video/mp4""/>Your browser does not support the video tag.</video>
OverlayContainer:
<div class=""absolute top-1/2 left-1/2 transform -translate-x-1/2 -translate-y-1/2 text-center""><!-- add content here --></div>"
Blog Post Category,"DESCRIPTION:
A simple blog post category component that displays the category name and the number of posts in that category. The component should be responsive, mobile-first, and accessible.
COMPONENTS:
- BlogPostCategory: A standalone component that displays the category name and the number of posts.
HTML:
<div class=""flex flex-wrap justify-center mb-4""><BlogPostCategory/></div>
COMPONENT HTML:
BlogPostCategory:
<a href=""{category_url}"" class=""bg-gray-200 hover:bg-gray-300 transition duration-300 ease-in-out py-2 px-4 rounded""><span class=""text-lg"">{category_name}</span><span class=""text-sm text-gray-600"">({post_count} posts)</span></a>"
Leaderboard display,"DESCRIPTION:
The UI should display a leaderboard with a heading, a list of ranks, and a table with user information. The leaderboard should be responsive, with a maximum width on large screens and a scrollable table on mobile devices.
COMPONENTS:
- LeaderboardHeader: A standalone component displaying the leaderboard heading.
- LeaderboardTable: A component taking children, displaying the leaderboard table with user information.
- LeaderboardTableRow: A component taking children, displaying a single row in the leaderboard table.
- UsernameColumn: A standalone component displaying a user's username.
- RankColumn: A standalone component displaying a user's rank.
HTML:
<div class=""max-w-3xl mx-auto p-4 lg:p-8""><LeaderboardHeader/><LeaderboardTable><LeaderboardTableRow><RankColumn/><UsernameColumn/><td>{points}</td></LeaderboardTableRow><!-- Repeat LeaderboardTableRow component for each user --></LeaderboardTable></div>
COMPONENT HTML:
LeaderboardHeader:
<h1 class=""text-3xl font-bold mb-4"">Leaderboard</h1>
LeaderboardTable:
<table class=""w-full""><thead><tr><th class=""px-4 py-2"">Rank</th><th class=""px-4 py-2"">Username</th><th class=""px-4 py-2"">Points</th></tr></thead><tbody>{children} </tbody></table>
LeaderboardTableRow:
<tr class=""border-b border-gray-200"">{children}</tr>
UsernameColumn:
<td class=""px-4 py-2"">{username}</td>
RankColumn:
<td class=""px-4 py-2"">{rank}</td>"
Poll question display,"DESCRIPTION:
The UI should display a poll question with options to vote, along with the total votes and percentage for each option. The UI should be responsive, mobile-first, accessible, SEO-friendly, and well-documented.
COMPONENTS:
- PollQuestionDisplay: standalone, displays the poll question.
- PollOption: standalone, displays a single poll option with its total votes and percentage.
- PollOptionList: takes children, a list of poll options.
HTML:
<div class=""max-w-md mx-auto p-4""><PollQuestionDisplay/><PollOptionList><PollOption/><PollOption/><!-- Add more PollOption components for each option --></PollOptionList></div>
COMPONENT HTML:
PollQuestionDisplay:
<h2 class=""text-lg"">{question_text}</h2>
PollOption:
<div class=""flex items-center mb-2""><input type=""radio"" id=""{option_id}"" name=""poll_option"" class=""mr-2""/><label for=""{option_id}"" class=""text-sm"">{option_text}</label><span class=""text-sm text-gray-600"">{(total_votes) votes} ({vote_percentage}%)</span></div>
PollOptionList:
<ul class=""list-none mb-4"">{children}</ul>"
Editable Tables,"DESCRIPTION:
A table that can be edited, with input fields for each cell, and a ""Save"" button at the bottom.
COMPONENTS:
- EditableTableCell: (takes children): a single table cell with an input field
- EditableTableRow: (takes children): a table row with editable cells
- EditableTable: (takes children): the entire editable table with multiple rows
HTML:
<div class=""max-w-md mx-auto p-4""><EditableTable><EditableTableRow><EditableTableCell><input type=""text""/></EditableTableCell><EditableTableCell><input type=""text""/></EditableTableCell><EditableTableCell><input type=""text""/></EditableTableCell></EditableTableRow><EditableTableRow><EditableTableCell><input type=""text""/></EditableTableCell><EditableTableCell><input type=""text""/></EditableTableCell><EditableTableCell><input type=""text""/></EditableTableCell></EditableTableRow><!-- ... more rows ... --></EditableTable><button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">Save</button></div>
COMPONENT HTML:
EditableTableCell:
<td class=""border p-2"">{children}</td>
EditableTableRow:
<tr class=""bg-white"">{children}</tr>
EditableTable:
<table class=""table-auto border-collapse w-full""><tbody>{children}</tbody></table>"
Responsive Article Layout,"DESCRIPTION:
The UI should display a responsive article layout with a header, image, and content sections. The layout should be mobile-first, accessible, and SEO-friendly.
COMPONENTS:
- ArticleHeader: Standalone component that displays the article title and metadata.
- ArticleImage: Standalone component that displays the article image.
- ArticleContent: Component that takes children, which represents the article content.
HTML:
<div class=""max-w-md mx-auto p-4 md:p-6 lg:p-12""><ArticleHeader/><ArticleImage/><ArticleContent><!-- Article content goes here --></ArticleContent></div>
COMPONENT HTML:
ArticleHeader:
<header class=""mb-4 md:mb-6 lg:mb-12""><h1 class=""text-2xl md:text-3xl lg:text-4xl"">{article_title}</h1><p class=""text-sm md:text-base lg:text-lg"">{author_name} - {published_date}</p></header>
ArticleImage:
<img src=""{image_url}"" alt=""{image_alt}"" class=""w-full mb-4 md:mb-6 lg:mb-12""/>
ArticleContent:
<div class=""prose lg:prose-lg"">{children}</div>"
Post List: Teasers for latest articles,"DESCRIPTION:
The UI should be a list of article teasers, displaying the title, a brief summary, and a link to read more. The list should be responsive, with a maximum of 3 columns on large screens, 2 columns on medium screens, and a single column on small screens.
COMPONENTS:
- ArticleTeaser: (standalone): A single article teaser, containing a title, summary, and read more link.
- PostList: (takes children): A list of article teasers.
HTML:
<div class=""container mx-auto p-4""><PostList><ArticleTeaser/><ArticleTeaser/><ArticleTeaser/><!-- Add more ArticleTeaser components here --></PostList></div>
COMPONENT HTML:
ArticleTeaser:
<div class=""md:flex mb-4""><h2 class=""text-lg font-bold"">{article_title}</h2><p class=""text-gray-600"">{article_summary}</p><a href=""{article_link}"" class=""text-blue-600 hover:text-blue-900"">Read more</a></div>
PostList:
<ul class=""flex flex-wrap justify-center"">{children}</ul>"
Direct message conversation list with online status,"DESCRIPTION:
The UI should be a list of direct message conversations, each displaying the conversation title, the last message, and the online status of the other user. The list should be responsive, with a maximum width and scrollable on smaller screens.
COMPONENTS:
- ConversationItem: (standalone): Represents a single conversation item in the list.
- OnlineStatusIndicator: (standalone): Indicates whether the other user is online or offline.
HTML:
<div class=""max-w-md overflow-y-auto mx-auto p-4""><!-- Conversation list --><ul><ConversationItem/><ConversationItem/><!-- ... --></ul></div>
COMPONENT HTML:
ConversationItem:
<li class=""py-4 border-b border-gray-200""><div class=""flex items-center""><img src={user_avatar_url} alt=""User avatar"" class=""w-10 h-10 rounded-full mr-3""/><div class=""flex-1""><h5 class=""text-lg"">{conversation_title}</h5><p class=""text-gray-600"">{last_message_preview}</p></div><OnlineStatusIndicator/></div></li>
OnlineStatusIndicator:
<span class={online ? 'text-green-500' : 'text-gray-400'}>{online ? 'Online' : 'Offline'}</span>"
"Prominent banner encouraging users to take a specific action, often displayed at the top of the page","DESCRIPTION:
The UI should be a prominent banner that encourages users to take a specific action, often displayed at the top of the page. It should have a clear call-to-action (CTA) and be visually appealing.
COMPONENTS:
- HeroBanner: A standalone component that contains a heading, a paragraph, and a call-to-action button.
HTML:
<!-- Hero Banner --><div class=""container mx-auto p-4 pt-6 md:p-6 lg:p-8""><HeroBanner/></div>
COMPONENT HTML:
HeroBanner:
<!-- Hero Banner Component --><div class=""bg-orange-500 py-4 md:py-6 lg:py-8""><div class=""container mx-auto p-4""><h2 class=""text-2xl md:text-3xl lg:text-4xl font-bold text-white"">{heading}</h2><p class=""text-lg md:text-xl lg:text-2xl text-white"">{description}</p><button class=""bg-white hover:bg-gray-100 text-orange-500 font-bold py-2 px-4 rounded"">{cta_text}</button></div></div>"
Profile picture with dropdown menu options,"DESCRIPTION:
A circular profile picture with a dropdown menu that appears when clicking on the profile picture. The dropdown menu should display a few options.
COMPONENTS:
- UserProfilePicture: (standalone)
- DropdownMenu: (takes children)
HTML:
<div class=""lg:flex justify-end mb-4""><UserProfilePicture/><DropdownMenu><!-- dropdown menu options will be inserted here --></DropdownMenu></div>
COMPONENT HTML:
UserProfilePicture:
<div class=""h-12 w-12 rounded-full overflow-hidden""><img src=""{profile_picture_url}"" alt=""{username}'s profile picture"" class=""h-full w-full object-cover""/></div>
DropdownMenu:
<div class=""hidden lg:block absolute top-full right-0 w-40 bg-white rounded shadow-md"">{children}</div>"
Avatar display for user profile picture,"DESCRIPTION:
The UI should be a circular avatar container with a user profile picture, responsive and mobile-first, with a maximum size of 120px.
COMPONENTS:
- Avatar: standalone component
HTML:
<div class=""flex justify-center mb-4""><Avatar/></div>
COMPONENT HTML:
Avatar:
<img src={avatarUrl} alt=""User Profile Picture"" class=""w-24 h-24 rounded-full object-cover""/>"
Collection of thumbnail images that users can click to view full-size versions,"DESCRIPTION:
The UI should display a grid of thumbnail images that are responsive to different screen sizes. When a user clicks on a thumbnail, the full-size version of the image should be displayed.
COMPONENTS:
- ImageThumbnail: standalone component that displays a thumbnail image
- ImageGallery: component that takes children (`ImageThumbnail` components) and displays them in a grid
HTML:
<main class=""container mx-auto max-w-md p-4""><h1 class=""text-2xl font-bold mb-4"">Image Gallery</h1><ImageGallery><ImageThumbnail/><ImageThumbnail/><!-- repeat ImageThumbnail components for each image --></ImageGallery></main>
COMPONENT HTML:
ImageThumbnail:
<div class=""w-full md:w-1/2 lg:w-1/3 xl:w-1/4 p-4""><img src=""{image_url}"" alt=""{image_alt_text}"" class=""w-full h-48 object-cover rounded-md cursor-pointer""/></div>
ImageGallery:
<div class=""flex flex-wrap justify-center mb-4"">{children}</div>"
